,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,umap_3d_x,umap_3d_y,umap_3d_z
817,817,"Democrats and the establishment media embraced Antifa, not only Antifa’s vandalism, but their relentless assaults on Trump supporters.",http://feedproxy.google.com/~r/breitbart/~3/f1fSQQjH1NE/,Breitbart,gun control,right,Non-biased,No agreement,"['relentless', 'embraced', 'assaults']",7.0929384,7.35068,2.7287643
818,818,"Democrats are also using the crisis to push for greater immigration, despite the overwhelming public demand that Americans get hired for any jobs during the crash.",https://www.breitbart.com/politics/2020/05/13/democrats-coronavirus-bill-imports-more-foreign-doctors-nurses/,Breitbart,coronavirus,right,Non-biased,Somewhat factual but also opinionated,[],3.6423552,6.467029,2.7843876
819,819,"Democrats are gearing up to turn abortion into a key issue for the 2020 elections, saying it could turn out to be an issue that mirrors the fight to preserve the Affordable Care Act in 2018. ",https://www.huffpost.com/entry/abortion-2020_n_5ce2cba2e4b087700992a899,HuffPost,elections-2020,left,Non-biased,Entirely factual,[],7.3925486,5.609297,5.373392
820,820,"Democrats are pursuing Trump’s returns under a legal authority that aims to prevent interference from the White House on the Treasury’s decision whether to release the tax returns, in what the White House chief of staff has called a “political stunt.”",https://www.reuters.com/article/us-usa-trump-tax/mnuchin-says-treasury-lawyers-consulted-white-house-on-trump-tax-returns-idUSKCN1RL2FJ,Reuters,taxes,center,Non-biased,Entirely factual,[],2.678231,5.28565,5.5804524
821,821,Democrats are shortsighted if they simply believe that creating new limits on gun ownership will increase Americans’ safety.,https://thefederalist.com/2019/02/21/facts-mass-shootings-support-gun-ownership-not-gun-control/?utm_source=The+Federalist+List&utm_campaign=e01eef4417-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-e01eef4417-83843357,Federalist,gun-control,right,Biased,Expresses writer’s opinion,['shortsighted'],7.439086,9.430851,4.647584
822,822,"Democrats are suddenly obsessed with Lev Parnas, the Rudy Giuliani associate who was indicted on federal campaign charges last fall.",http://feedproxy.google.com/~r/breitbart/~3/6o33cvxh4HU/,Breitbart,taxes,right,Biased,No agreement,['obsessed'],5.982186,5.968935,4.7073746
823,823,Democrats blocked a coronavirus package on Sunday that would provide economic relief to businesses and Americans suffering from the impact of the coronavirus outbreak,https://www.breitbart.com/politics/2020/03/22/democrats-block-senate-coronavirus-package/,Breitbart,coronavirus,right,Non-biased,Entirely factual,[],5.101994,5.1507564,5.0878544
824,824,Democrats Claim Amy Coney Barrett Confirmation Would Threaten Health Care,http://feedproxy.google.com/~r/breitbart/~3/peplvTaBBbQ/,Breitbart,universal health care,right,Non-biased,Entirely factual,['Claim'],5.5941315,5.9155025,6.126826
825,825,Democrats effectively nationalized the student loan industry in 2010 by transferring eight million loans into the federal government’s hands.,https://www.breitbart.com/politics/2015/03/10/obama-considers-allowing-student-loans-to-be-wiped-out-in-bankruptcy/,Breitbart,student-debt,right,Non-biased,Entirely factual,[],2.8165026,6.923157,5.8439584
826,826,"Democrats have been nervous about pitching higher taxes, although a number have said they would reverse some of President Trump’s 2017 tax cuts.",https://www.foxnews.com/politics/elizabeth-warren-to-call-for-wealth-tax-on-richest-americans-report?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,Fox News,middle-class,right,Non-biased,No agreement,[],3.751399,5.969525,5.105576
827,827,Democrats have made it clear they will sandbag the people we’ve elected to govern if we refuse to vote for Democrats. ,https://thefederalist.com/2019/12/11/impeachment-is-just-another-word-for-delusional-democrats-holding-the-nation-hostage/,Federalist,vaccines,right,Biased,Expresses writer’s opinion,['sandbag'],5.995713,6.359398,4.963444
828,828,Democrats have seethed as they helplessly watched the Trump administration undo or block a slew of Obama-era environmental proposals during the past two years.,https://eu.usatoday.com/story/news/politics/2019/01/16/climate-clash-democrats-grill-epa-nominee-andrew-wheeler-wednesday/2539053002/,USA Today,environment,center,Biased,No agreement,"['seethed', 'helplessly']",5.6567,6.016012,5.0174
829,829,Democrats Push Pork for Planned Parenthood in Coronavirus Package,https://www.breitbart.com/politics/2020/03/22/report-democrats-push-for-small-business-assistance-for-planned-parenthood/,Breitbart,coronavirus,right,Biased,Expresses writer’s opinion,"['Push', 'Pork']",5.6734023,5.586522,5.3400006
830,830,"Democrats Ramp Up Their War On America’s Institutions, Promising Riots If Trump Nominates A Justice",https://thefederalist.com/2020/09/22/democrats-ramp-up-their-war-on-americas-institutions-promising-riots-if-trump-nominates-a-justice/,Federalist,vaccine,,Biased,Expresses writer’s opinion,"['riots', 'war']",6.2589583,6.697496,4.2856812
831,831,"Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.",http://www.msnbc.com/rachel-maddow-show/what-trump-prepared-offer-exchange-border-wall,MSNBC,immigration,left,Biased,Somewhat factual but also opinionated,"['really', 'enormous', 'wildly', 'giant', 'ineffective']",4.4516783,6.719089,2.7062144
832,832,"Democrats recently provided more funding for the state’s roads — through an unpopular, regressive gas tax hike rather than spending cuts on less urgent priorities.",http://feedproxy.google.com/~r/breitbart/~3/dmYVy0yQGK4/,Breitbart,taxes,right,Biased,No agreement,"['unpopular', 'regressive']",3.8408415,6.16694,5.030569
833,833,Democrats said the move to overturn Obamacare would overshadow Republican President Donald Trump’s claim of victory following the conclusion of Special Counsel Robert Mueller’s probe of Russian interference in the 2016 presidential election. ,https://www.reuters.com/article/us-usa-trump-obamacare/trump-doubles-down-on-obamacare-fight-asks-court-to-overturn-law-idUSKCN1R71GO?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.3675776,5.86428,6.211471
834,834,"Democrats this week approved legislation to require background checks for essentially all sales and transfers of firearms -- but rejected GOP-led efforts to amend the legislation to alert law enforcement authorities when gun buyers, including illegals, fail those background checks.",https://www.foxnews.com/politics/democrats-reject-push-to-alert-ice-when-illegal-immigrants-fail-firearm-background-checks?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,Fox News,immigration,right,Non-biased,Entirely factual,[],7.472971,9.571143,4.62198
835,835,Democrats tried to remove him for office for a scandal in which he did the same exact thing he's doing now — placing his own short-sighted interests above the needs of the country — but they failed.,https://www.alternet.org/2020/03/crisis-in-chief-the-president-is-spreading-disinformation-about-the-coronavirus-and-theres-no-way-to-stop-him/,Alternet,vaccine,,Biased,Somewhat factual but also opinionated,"['scandal', 'short-sighted']",5.840646,5.9384375,4.75049
836,836,"Democrats want to talk about taxes, but they are divided on what tax rates for the middle class should look like.",https://www.reuters.com/article/us-usa-election-debate-takeaways/harris-wins-buttigieg-talks-police-shooting-five-democratic-debate-takeaways-idUSKCN1TT0N1?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],3.639054,6.007071,5.154382
837,837,Democrats took the first step to repeal President Trump’s expanding travel bans Wednesday at a House Judiciary Committee session that devolved into a debate on whether the restrictions amount to a Muslim ban and whether it’s OK to call Trump “occasionally honest”.,https://www.foxnews.com/politics/tensions-flare-at-house-session-as-dems-take-aim-at-trump-travel-ban,Fox News,islam,,Non-biased,Entirely factual,[],4.984792,6.4322925,2.084546
838,838,"Democrats, who won control of the House in the November 2018 U.S. elections, say Trump’s personal returns would reveal whether he has complied with U.S. tax laws and any IRS audits, as well as his effective tax rate, business and investment income and charitable contributions.",https://www.reuters.com/article/us-usa-tax-trump/democrats-weigh-risks-of-pushing-tax-probe-into-trumps-businesses-idUSKCN1QP14R?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.7563276,5.294963,5.5193267
839,839,"Derrick Morgan, senior vice president for federal and regulatory affairs for oil lobby group American Fuel & Petrochemical Manufacturers (AFRM), bragged about how successful the industry has been in pushing anti-protest legislation,",https://www.alternet.org/2019/08/oil-lobbyist-brags-about-criminalizing-gas-and-oil-pipeline-protests-leaked-audio-recording/,Alternet,environment,left,Biased,No agreement,['bragged'],3.570112,4.5083327,4.101273
840,840,DeSantis was initially tentative to shut down outdoor recreational areas like beaches and was ridiculed by the media for his allegedly relaxed response.,https://thefederalist.com/2020/05/20/ron-desantis-spits-fire-at-mainstream-media-for-apocalyptic-reporting-on-floridas-coronavirus-response/,Federalist,coronavirus,right,Biased,Somewhat factual but also opinionated,['ridiculed'],4.81461,4.5495768,4.5195956
841,841,"Despite a clear margin of victory for Biden, Trump has refused to concede.",https://www.reuters.com/article/us-usa-election-vaccine/trumps-vaccine-team-will-not-brief-biden-administration-u-s-senator-idUSKBN27Z2UA,Reuters,vaccine,,Non-biased,Entirely factual,[],5.3030243,6.2256403,4.18172
842,842,"Despite a pandemic, one-sided presidential nomination contests, and nationwide protests about police violence and racial equality, the primaries were important — and instructive. ",https://www.alternet.org/2020/06/want-candidates-who-will-reach-beyond-their-base-change-how-we-vote/,Alternet,elections-2020,left,Non-biased,Somewhat factual but also opinionated,[],5.437523,7.1410413,5.091956
843,843,"Despite achieving a historic position of leadership in the highest level of national football, Sowers said she experienced LGBTQ discrimination in sports while in college, when was rejected from a volunteer coaching job because of her “lifestyle.”",https://www.nbcnews.com/feature/nbc-out/katie-sowers-make-nfl-history-first-openly-gay-female-coach-n1119441?cid=public-rss_20200121,MSNBC,sport,left,Non-biased,Entirely factual,[],8.587998,5.081792,1.5953168
844,844,"Despite an estimate showing that China — the world's biggest polluter — emitted 25 percent less carbon than in the same four-week period the previous year, Shuo remains skeptical about any lasting changes.",https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326,MSNBC,coronavirus,left,Biased,Somewhat factual but also opinionated,"['biggest', 'polluter']",3.5343728,4.0074325,3.9362934
845,845,"Despite Democrats regularly characterizing America as socially pathologized with anti-woman “sexism” and “misogyny” — where women face greater cultural, economic, political, and social adversities relative to men — Warren framed her sex as a political asset in comparison to her male competitors for the Democrats’ presidential nomination to defeat President Donald Trump in November’s general election.",https://www.breitbart.com/politics/2020/01/14/elizabeth-warren-bernie-is-my-friend-but-hes-a-sexist/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,gender,right,Biased,Somewhat factual but also opinionated,[],6.003391,6.97815,4.998686
